name,frequency,percentage,ranking,gender,year
161,Arianna,2191.0,0.82,23.0,F,2009.0
36,Alessio,2948.0,1.08,23.0,M,2009.0
11,Diego,3084.0,1.09,23.0,M,2009.0
111,Nicole,2216.0,0.83,23.0,F,2009.0
136,Vittoria,2203.0,0.85,23.0,F,2009.0
85,Nicolo',2956.0,1.08,22.0,M,2009.0
60,Alessio,3111.0,1.1,22.0,M,2009.0
35,Christian,3116.0,1.14,21.0,M,2009.0
160,Rebecca,2417.0,0.91,21.0,F,2009.0
10,Nicolo,3196.0,1.13,21.0,M,2009.0
110,Viola,2444.0,0.92,21.0,F,2009.0
185,Beatrice,2446.0,0.95,21.0,F,2009.0
84,Pietro,3269.0,1.2,20.0,M,2009.0
59,Christian,3214.0,1.14,20.0,M,2009.0
134,Giada,2610.0,1.01,19.0,F,2009.0
9,Samuele,3444.0,1.22,19.0,M,2009.0
184,Elena,2547.0,0.99,19.0,F,2009.0
131,Francesca,3349.0,1.3,13.0,F,2009.0
3,Gabriele,6710.0,2.37,7.0,M,2009.0
55,Luca,4445.0,1.57,12.0,M,2009.0
177,Emma,4759.0,1.85,5.0,F,2009.0
27,Matteo,7290.0,2.67,5.0,M,2009.0
127,Sara,4964.0,1.93,5.0,F,2009.0
102,Giorgia,5728.0,2.15,5.0,F,2009.0
152,Chiara,4993.0,1.87,5.0,F,2009.0
51,Lorenzo,7746.0,2.74,4.0,M,2009.0
76,Lorenzo,7752.0,2.84,4.0,M,2009.0
1,Andrea,8023.0,2.84,3.0,M,2009.0
176,Giorgia,5231.0,2.03,3.0,F,2009.0
26,Andrea,8058.0,2.95,3.0,M,2009.0
151,Martina,5965.0,2.24,3.0,F,2009.0
126,Martina,5692.0,2.21,3.0,F,2009.0
101,Sara,6102.0,2.29,3.0,F,2009.0
50,Alessandro,8462.0,2.99,2.0,M,2009.0
75,Alessandro,8084.0,2.96,2.0,M,2009.0
125,Sofia,8531.0,3.31,1.0,F,2009.0
100,Sofia,8922.0,3.34,1.0,F,2009.0
150,Giulia,8550.0,3.2,1.0,F,2009.0
175,Giulia,8328.0,3.23,1.0,F,2009.0
25,Francesco,8505.0,3.12,1.0,M,2009.0
0,Francesco,8949.0,3.16,1.0,M,2009.0
2,Matteo,7269.0,2.57,5.0,M,2009.0
52,Mattia,6743.0,2.38,6.0,M,2009.0
77,Gabriele,6451.0,2.36,6.0,M,2009.0
162,Vittoria,2118.0,0.79,25.0,F,2009.0
80,Luca,3957.0,1.45,12.0,M,2009.0
5,Federico,4472.0,1.58,11.0,M,2009.0
130,Gaia,3477.0,1.35,11.0,F,2009.0
180,Anna,3425.0,1.33,11.0,F,2009.0
30,Federico,3958.0,1.45,11.0,M,2009.0
155,Francesca,3436.0,1.29,11.0,F,2009.0
105,Anna,3635.0,1.36,11.0,F,2009.0
79,Riccardo,4957.0,1.82,10.0,M,2009.0
54,Leonardo,5195.0,1.84,10.0,M,2009.0
4,Davide,5270.0,1.86,9.0,M,2009.0
31,Giuseppe,3833.0,1.4,13.0,M,2009.0
29,Davide,5014.0,1.84,9.0,M,2009.0
179,Alessia,3805.0,1.48,9.0,F,2009.0
104,Emma,4154.0,1.56,9.0,F,2009.0
154,Alessia,4104.0,1.54,9.0,F,2009.0
53,Riccardo,5422.0,1.92,8.0,M,2009.0
78,Leonardo,5702.0,2.09,8.0,M,2009.0
103,Aurora,4955.0,1.86,7.0,F,2009.0
128,Aurora,4714.0,1.83,7.0,F,2009.0
28,Mattia,6382.0,2.34,7.0,M,2009.0
153,Alice,4355.0,1.63,7.0,F,2009.0
178,Chiara,4257.0,1.65,7.0,F,2009.0
129,Alice,4202.0,1.63,9.0,F,2009.0
187,Rebecca,2126.0,0.82,25.0,F,2009.0
137,Arianna,2139.0,0.83,25.0,F,2009.0
37,Diego,2845.0,1.04,25.0,M,2009.0
196,Margherita,1221.0,0.47,43.0,F,2009.0
21,Paolo,1305.0,0.46,43.0,M,2009.0
121,Laura,1331.0,0.5,43.0,F,2009.0
146,Carlotta,1240.0,0.48,43.0,F,2009.0
46,Paolo,1281.0,0.47,43.0,M,2009.0
70,Alberto,1407.0,0.5,42.0,M,2009.0
95,Samuel,1347.0,0.49,42.0,M,2009.0
45,Luigi,1401.0,0.51,41.0,M,2009.0
195,Valentina,1348.0,0.52,41.0,F,2009.0
120,Angelica,1500.0,0.56,41.0,F,2009.0
20,Thomas,1448.0,0.51,41.0,M,2009.0
170,Miriam,1342.0,0.5,41.0,F,2009.0
145,Miriam,1387.0,0.54,41.0,F,2009.0
69,Giulio,1465.0,0.52,40.0,M,2009.0
94,Giulio,1428.0,0.52,40.0,M,2009.0
44,Thomas,1441.0,0.53,39.0,M,2009.0
19,Luigi,1526.0,0.54,39.0,M,2009.0
144,Irene,1438.0,0.56,39.0,F,2009.0
169,Melissa,1543.0,0.58,39.0,F,2009.0
194,Alessandra,1431.0,0.56,39.0,F,2009.0
119,Irene,1564.0,0.59,39.0,F,2009.0
171,Caterina,1204.0,0.45,43.0,F,2009.0
96,Angelo,1205.0,0.44,44.0,M,2009.0
172,Margherita,1105.0,0.41,45.0,F,2009.0
122,Carlotta,1196.0,0.45,45.0,F,2009.0
99,Gioele,1065.0,0.39,50.0,M,2009.0
74,Mario,1128.0,0.4,50.0,M,2009.0
174,Anita,942.0,0.35,49.0,F,2009.0
24,Samuel,1194.0,0.42,49.0,M,2009.0
49,Raffaele,1087.0,0.4,49.0,M,2009.0
124,Claudia,961.0,0.36,49.0,F,2009.0
149,Lucia,975.0,0.38,49.0,F,2009.0
199,Rachele,859.0,0.33,49.0,F,2009.0
73,Niccolo,1194.0,0.42,48.0,M,2009.0
98,Giorgio,1150.0,0.42,48.0,M,2009.0
93,Stefano,1600.0,0.59,38.0,M,2009.0
123,Lucia,1046.0,0.39,47.0,F,2009.0
173,Veronica,993.0,0.37,47.0,F,2009.0
148,Bianca,1138.0,0.44,47.0,F,2009.0
48,Domenico,1158.0,0.42,47.0,M,2009.0
198,Anita,998.0,0.39,47.0,F,2009.0
97,Daniel,1187.0,0.43,46.0,M,2009.0
72,Domenico,1210.0,0.43,46.0,M,2009.0
147,Caterina,1220.0,0.47,45.0,F,2009.0
197,Laura,1157.0,0.45,45.0,F,2009.0
47,Alberto,1196.0,0.44,45.0,M,2009.0
22,Daniel,1278.0,0.45,45.0,M,2009.0
23,Angelo,1199.0,0.42,47.0,M,2009.0
68,Gabriel,1722.0,0.61,38.0,M,2009.0
71,Giorgio,1301.0,0.46,44.0,M,2009.0
118,Eleonora,1603.0,0.6,37.0,F,2009.0
140,Ludovica,1797.0,0.7,31.0,F,2009.0
40,Giacomo,2105.0,0.77,31.0,M,2009.0
165,Maria,1754.0,0.66,31.0,F,2009.0
89,Cristian,2223.0,0.81,30.0,M,2009.0
64,Michele,2570.0,0.91,30.0,M,2009.0
164,Marta,1815.0,0.68,29.0,F,2009.0
114,Federica,1833.0,0.69,29.0,F,2009.0
39,Michele,2327.0,0.85,29.0,M,2009.0
14,Emanuele,2583.0,0.91,29.0,M,2009.0
189,Ilaria,1797.0,0.7,29.0,F,2009.0
190,Camilla,1658.0,0.64,31.0,F,2009.0
139,Asia,1911.0,0.74,29.0,F,2009.0
88,Daniele,2404.0,0.88,28.0,M,2009.0
38,Emanuele,2523.0,0.92,27.0,M,2009.0
138,Marta,2045.0,0.79,27.0,F,2009.0
188,Angelica,1966.0,0.76,27.0,F,2009.0
163,Ilaria,1876.0,0.7,27.0,F,2009.0
13,Cristian,2797.0,0.99,27.0,M,2009.0
113,Asia,2094.0,0.78,27.0,F,2009.0
87,Filippo,2827.0,1.04,26.0,M,2009.0
62,Edoardo,2816.0,1.0,26.0,M,2009.0
18,Stefano,1760.0,0.62,37.0,M,2009.0
63,Daniele,2718.0,0.96,28.0,M,2009.0
115,Ludovica,1788.0,0.67,31.0,F,2009.0
12,Filippo,3058.0,1.08,25.0,M,2009.0
42,Vincenzo,1802.0,0.66,35.0,M,2009.0
143,Benedetta,1453.0,0.56,37.0,F,2009.0
43,Nicola,1683.0,0.62,37.0,M,2009.0
168,Valentina,1576.0,0.59,37.0,F,2009.0
193,Melissa,1449.0,0.56,37.0,F,2009.0
92,Gabriel,1767.0,0.65,36.0,M,2009.0
67,Nicola,1767.0,0.62,36.0,M,2009.0
15,Giacomo,2346.0,0.83,31.0,M,2009.0
142,Eleonora,1534.0,0.6,35.0,F,2009.0
117,Alessandra,1666.0,0.62,35.0,F,2009.0
17,Jacopo,1790.0,0.63,35.0,M,2009.0
192,Serena,1493.0,0.58,35.0,F,2009.0
91,Salvatore,1811.0,0.66,34.0,M,2009.0
66,Vincenzo,1835.0,0.65,34.0,M,2009.0
41,Manuel,1835.0,0.67,33.0,M,2009.0
116,Serena,1744.0,0.65,33.0,F,2009.0
16,Manuel,1892.0,0.67,33.0,M,2009.0
191,Federica,1571.0,0.61,33.0,F,2009.0
141,Maria,1648.0,0.64,33.0,F,2009.0
166,Camilla,1738.0,0.65,33.0,F,2009.0
90,Jacopo,1925.0,0.71,32.0,M,2009.0
65,Salvatore,1934.0,0.68,32.0,M,2009.0
167,Benedetta,1651.0,0.62,35.0,F,2009.0
8,Simone,3351.0,1.25,17.0,M,2012.0
83,Matilde,2657.0,1.05,17.0,F,2012.0
58,Ginevra,2742.0,1.08,17.0,F,2012.0
32,Antonio,3453.0,1.29,16.0,M,2012.0
36,Diego,2850.0,1.06,24.0,M,2012.0
57,Greta,2902.0,1.14,15.0,F,2012.0
82,Francesca,2829.0,1.12,15.0,F,2012.0
31,Luca,3735.0,1.39,14.0,M,2012.0
56,Viola,3071.0,1.21,13.0,F,2012.0
7,Federico,3690.0,1.38,15.0,M,2012.0
33,Samuele,3260.0,1.22,18.0,M,2012.0
61,Elena,2336.0,0.92,23.0,F,2012.0
9,Pietro,3245.0,1.21,19.0,M,2012.0
84,Vittoria,2393.0,0.94,19.0,F,2012.0
34,Giovanni,3202.0,1.19,20.0,M,2012.0
10,Filippo,3051.0,1.14,21.0,M,2012.0
85,Beatrice,2339.0,0.92,21.0,F,2012.0
60,Giada,2375.0,0.94,21.0,F,2012.0
35,Alessio,2981.0,1.11,22.0,M,2012.0
11,Edoardo,2969.0,1.11,23.0,M,2012.0
86,Rebecca,2134.0,0.84,23.0,F,2012.0
81,Noemi,2938.0,1.16,13.0,F,2012.0
59,Elisa,2520.0,0.99,19.0,F,2012.0
6,Marco,3739.0,1.39,13.0,M,2012.0
78,Chiara,4431.0,1.75,7.0,F,2012.0
55,Anna,3286.0,1.3,11.0,F,2012.0
0,Francesco,7978.0,2.97,1.0,M,2012.0
50,Sofia,8266.0,3.26,1.0,F,2012.0
75,Giulia,8194.0,3.23,1.0,F,2012.0
25,Alessandro,7925.0,2.95,2.0,M,2012.0
76,Martina,5157.0,2.03,3.0,F,2012.0
51,Giorgia,5326.0,2.1,3.0,F,2012.0
1,Andrea,7674.0,2.86,3.0,M,2012.0
26,Lorenzo,7281.0,2.71,4.0,M,2012.0
77,Aurora,4867.0,1.92,5.0,F,2012.0
2,Matteo,6750.0,2.52,5.0,M,2012.0
52,Emma,4971.0,1.96,5.0,F,2012.0
27,Mattia,6634.0,2.47,6.0,M,2012.0
3,Gabriele,6236.0,2.32,7.0,M,2012.0
53,Sara,4456.0,1.76,7.0,F,2012.0
28,Leonardo,5455.0,2.03,8.0,M,2012.0
54,Gaia,4198.0,1.66,9.0,F,2012.0
79,Alice,3840.0,1.51,9.0,F,2012.0
4,Riccardo,5075.0,1.89,9.0,M,2012.0
29,Davide,4623.0,1.72,10.0,M,2012.0
5,Tommaso,3941.0,1.47,11.0,M,2012.0
80,Alessia,3263.0,1.29,11.0,F,2012.0
30,Giuseppe,3762.0,1.4,12.0,M,2012.0
87,Arianna,2064.0,0.81,25.0,F,2012.0
49,Mario,1095.0,0.41,50.0,M,2012.0
12,Christian,2837.0,1.06,25.0,M,2012.0
94,Federica,1311.0,0.52,39.0,F,2012.0
69,Bianca,1347.0,0.53,39.0,F,2012.0
44,Giulio,1415.0,0.53,40.0,M,2012.0
95,Irene,1262.0,0.5,41.0,F,2012.0
70,Valentina,1300.0,0.51,41.0,F,2012.0
20,Luigi,1316.0,0.49,41.0,M,2012.0
45,Daniel,1311.0,0.49,42.0,M,2012.0
71,Alessandra,1209.0,0.48,43.0,F,2012.0
21,Samuel,1238.0,0.46,43.0,M,2012.0
96,Margherita,1147.0,0.45,43.0,F,2012.0
19,Thomas,1429.0,0.53,39.0,M,2012.0
46,Giorgio,1206.0,0.45,44.0,M,2012.0
97,Carlotta,1129.0,0.45,45.0,F,2012.0
22,Gioele,1183.0,0.44,45.0,M,2012.0
47,Paolo,1179.0,0.44,46.0,M,2012.0
73,Laura,1105.0,0.44,47.0,F,2012.0
98,Adele,1075.0,0.42,47.0,F,2012.0
23,Angelo,1129.0,0.42,47.0,M,2012.0
48,Domenico,1121.0,0.42,48.0,M,2012.0
99,Mia,1046.0,0.41,49.0,F,2012.0
24,Alberto,1096.0,0.41,49.0,M,2012.0
74,Anita,1064.0,0.42,49.0,F,2012.0
72,Caterina,1144.0,0.45,45.0,F,2012.0
43,Stefano,1498.0,0.56,38.0,M,2012.0
62,Nicole,2098.0,0.83,25.0,F,2012.0
68,Eleonora,1383.0,0.55,37.0,F,2012.0
93,Miriam,1379.0,0.54,37.0,F,2012.0
37,Nicolo',2671.0,1.0,26.0,M,2012.0
63,Melissa,1962.0,0.77,27.0,F,2012.0
13,Gabriel,2411.0,0.9,27.0,M,2012.0
88,Ludovica,1808.0,0.71,27.0,F,2012.0
38,Emanuele,2380.0,0.89,28.0,M,2012.0
64,Marta,1767.0,0.7,29.0,F,2012.0
89,Angelica,1741.0,0.69,29.0,F,2012.0
39,Michele,2294.0,0.85,30.0,M,2012.0
90,Asia,1685.0,0.66,31.0,F,2012.0
65,Camilla,1717.0,0.68,31.0,F,2012.0
14,Cristian,2318.0,0.86,29.0,M,2012.0
40,Giacomo,1977.0,0.74,32.0,M,2012.0
91,Serena,1502.0,0.59,33.0,F,2012.0
66,Maria,1637.0,0.65,33.0,F,2012.0
18,Nicola,1527.0,0.57,37.0,M,2012.0
16,Jacopo,1972.0,0.73,33.0,M,2012.0
41,Manuel,1793.0,0.67,34.0,M,2012.0
67,Ilaria,1415.0,0.56,35.0,F,2012.0
92,Benedetta,1387.0,0.55,35.0,F,2012.0
17,Vincenzo,1777.0,0.66,35.0,M,2012.0
42,Salvatore,1763.0,0.66,36.0,M,2012.0
15,Daniele,2240.0,0.83,31.0,M,2012.0
83,Matilde,2711.0,1.12,17.0,F,2013.0
58,Noemi,2776.0,1.15,17.0,F,2013.0
8,Luca,3191.0,1.25,17.0,M,2013.0
31,Federico,3350.0,1.31,14.0,M,2013.0
7,Marco,3310.0,1.29,15.0,M,2013.0
57,Alessia,2925.0,1.21,15.0,F,2013.0
82,Viola,2854.0,1.18,15.0,F,2013.0
33,Giovanni,3155.0,1.23,18.0,M,2013.0
32,Samuele,3197.0,1.25,16.0,M,2013.0
59,Vittoria,2528.0,1.04,19.0,F,2013.0
36,Nicolo',2629.0,1.03,24.0,M,2013.0
84,Beatrice,2389.0,0.99,19.0,F,2013.0
34,Diego,2923.0,1.14,20.0,M,2013.0
10,Simone,2888.0,1.13,21.0,M,2013.0
85,Giada,2135.0,0.88,21.0,F,2013.0
60,Elisa,2158.0,0.89,21.0,F,2013.0
35,Edoardo,2873.0,1.12,22.0,M,2013.0
11,Christian,2862.0,1.12,23.0,M,2013.0
86,Elena,2111.0,0.87,23.0,F,2013.0
61,Nicole,2118.0,0.87,23.0,F,2013.0
56,Anna,3119.0,1.29,13.0,F,2013.0
9,Pietro,2960.0,1.16,19.0,M,2013.0
81,Ginevra,2941.0,1.21,13.0,F,2013.0
3,Gabriele,5799.0,2.27,7.0,M,2013.0
30,Giuseppe,3683.0,1.44,12.0,M,2013.0
87,Rebecca,2092.0,0.86,25.0,F,2013.0
50,Sofia,7987.0,3.3,1.0,F,2013.0
75,Giulia,7313.0,3.02,1.0,F,2013.0
25,Alessandro,7235.0,2.83,2.0,M,2013.0
76,Emma,4538.0,1.87,3.0,F,2013.0
51,Aurora,4772.0,1.97,3.0,F,2013.0
1,Andrea,6777.0,2.65,3.0,M,2013.0
26,Lorenzo,6747.0,2.64,4.0,M,2013.0
77,Martina,4472.0,1.85,5.0,F,2013.0
2,Mattia,6289.0,2.46,5.0,M,2013.0
6,Antonio,3387.0,1.32,13.0,M,2013.0
52,Giorgia,4536.0,1.87,5.0,F,2013.0
78,Sara,3890.0,1.61,7.0,F,2013.0
53,Chiara,3908.0,1.61,7.0,F,2013.0
28,Leonardo,5496.0,2.15,8.0,M,2013.0
54,Alice,3661.0,1.51,9.0,F,2013.0
79,Gaia,3619.0,1.49,9.0,F,2013.0
4,Riccardo,4721.0,1.84,9.0,M,2013.0
29,Tommaso,4188.0,1.64,10.0,M,2013.0
5,Davide,4075.0,1.59,11.0,M,2013.0
80,Francesca,3243.0,1.34,11.0,F,2013.0
55,Greta,3365.0,1.39,11.0,F,2013.0
27,Matteo,5945.0,2.32,6.0,M,2013.0
0,Francesco,10553.0,4.12,1.0,M,2013.0
62,Arianna,2103.0,0.87,25.0,F,2013.0
37,Alessio,2414.0,0.94,26.0,M,2013.0
69,Ilaria,1320.0,0.54,39.0,F,2013.0
44,Nicola,1355.0,0.53,40.0,M,2013.0
95,Carlotta,1183.0,0.49,41.0,F,2013.0
70,Adele,1197.0,0.49,41.0,F,2013.0
20,Gioele,1320.0,0.52,41.0,M,2013.0
45,Luigi,1262.0,0.49,42.0,M,2013.0
71,Irene,1181.0,0.49,43.0,F,2013.0
21,Daniel,1230.0,0.48,43.0,M,2013.0
96,Alessandra,1108.0,0.46,43.0,F,2013.0
72,Caterina,1100.0,0.45,45.0,F,2013.0
94,Angelica,1312.0,0.54,39.0,F,2013.0
97,Valentina,1094.0,0.45,45.0,F,2013.0
47,Elia,1137.0,0.44,46.0,M,2013.0
73,Margherita,1081.0,0.45,47.0,F,2013.0
98,Federica,1014.0,0.42,47.0,F,2013.0
23,Angelo,1062.0,0.41,47.0,M,2013.0
48,Domenico,1059.0,0.41,48.0,M,2013.0
99,Laura,974.0,0.4,49.0,F,2013.0
24,Paolo,1045.0,0.41,49.0,M,2013.0
74,Anita,977.0,0.4,49.0,F,2013.0
49,Mario,1021.0,0.4,50.0,M,2013.0
12,Filippo,2619.0,1.02,25.0,M,2013.0
22,Samuel,1153.0,0.45,45.0,M,2013.0
19,Giulio,1360.0,0.53,39.0,M,2013.0
46,Giorgio,1221.0,0.48,44.0,M,2013.0
93,Miriam,1342.0,0.55,37.0,F,2013.0
43,Stefano,1509.0,0.59,38.0,M,2013.0
13,Emanuele,2182.0,0.85,27.0,M,2013.0
88,Melissa,1745.0,0.72,27.0,F,2013.0
38,Michele,2150.0,0.84,28.0,M,2013.0
64,Maria,1702.0,0.7,29.0,F,2013.0
14,Gabriel,2031.0,0.79,29.0,M,2013.0
89,Ludovica,1666.0,0.69,29.0,F,2013.0
39,Daniele,1990.0,0.78,30.0,M,2013.0
90,Asia,1531.0,0.63,31.0,F,2013.0
65,Camilla,1615.0,0.67,31.0,F,2013.0
15,Jacopo,1940.0,0.76,31.0,M,2013.0
63,Marta,1898.0,0.78,27.0,F,2013.0
91,Mia,1420.0,0.59,33.0,F,2013.0
40,Cristian,1926.0,0.75,32.0,M,2013.0
18,Thomas,1526.0,0.6,37.0,M,2013.0
42,Manuel,1638.0,0.64,36.0,M,2013.0
17,Vincenzo,1646.0,0.64,35.0,M,2013.0
92,Eleonora,1387.0,0.57,35.0,F,2013.0
68,Benedetta,1346.0,0.56,37.0,F,2013.0
41,Salvatore,1751.0,0.68,34.0,M,2013.0
16,Giacomo,1837.0,0.72,33.0,M,2013.0
66,Bianca,1455.0,0.6,33.0,F,2013.0
67,Serena,1395.0,0.58,35.0,F,2013.0
83,Vittoria,2556.0,1.06,17.0,F,2014.0
31,Federico,3294.0,1.29,14.0,M,2014.0
82,Alessia,2676.0,1.11,15.0,F,2014.0
57,Noemi,2848.0,1.19,15.0,F,2014.0
7,Edoardo,3290.0,1.29,15.0,M,2014.0
32,Marco,3116.0,1.22,16.0,M,2014.0
56,Francesca,3119.0,1.3,13.0,F,2014.0
8,Samuele,3095.0,1.22,17.0,M,2014.0
58,Matilde,2567.0,1.07,17.0,F,2014.0
33,Diego,3000.0,1.18,18.0,M,2014.0
85,Giada,2215.0,0.92,21.0,F,2014.0
9,Giovanni,2976.0,1.17,19.0,M,2014.0
84,Beatrice,2470.0,1.03,19.0,F,2014.0
34,Luca,2908.0,1.14,20.0,M,2014.0
10,Christian,2905.0,1.14,21.0,M,2014.0
60,Nicole,2276.0,0.95,21.0,F,2014.0
35,Pietro,2740.0,1.08,22.0,M,2014.0
11,Simone,2660.0,1.05,23.0,M,2014.0
86,Rebecca,2080.0,0.87,23.0,F,2014.0
61,Elisa,2125.0,0.89,23.0,F,2014.0
36,Nicolo',2579.0,1.01,24.0,M,2014.0
59,Viola,2529.0,1.05,19.0,F,2014.0
81,Ginevra,2930.0,1.22,13.0,F,2014.0
0,Francesco,10316.0,4.05,1.0,M,2014.0
30,Giuseppe,3610.0,1.42,12.0,M,2014.0
50,Sofia,7353.0,3.06,1.0,F,2014.0
75,Giulia,6729.0,2.8,1.0,F,2014.0
25,Alessandro,6940.0,2.73,2.0,M,2014.0
76,Giorgia,4502.0,1.88,3.0,F,2014.0
51,Aurora,5709.0,2.38,3.0,F,2014.0
1,Lorenzo,6665.0,2.62,3.0,M,2014.0
26,Andrea,6270.0,2.46,4.0,M,2014.0
77,Emma,3971.0,1.65,5.0,F,2014.0
2,Leonardo,6079.0,2.39,5.0,M,2014.0
52,Martina,4268.0,1.78,5.0,F,2014.0
6,Antonio,3370.0,1.32,13.0,M,2014.0
27,Mattia,6073.0,2.39,6.0,M,2014.0
3,Matteo,5754.0,2.26,7.0,M,2014.0
53,Greta,3926.0,1.64,7.0,F,2014.0
28,Gabriele,5557.0,2.18,8.0,M,2014.0
54,Sara,3766.0,1.57,9.0,F,2014.0
79,Alice,3589.0,1.49,9.0,F,2014.0
4,Riccardo,4533.0,1.78,9.0,M,2014.0
29,Tommaso,4488.0,1.76,10.0,M,2014.0
5,Davide,3817.0,1.5,11.0,M,2014.0
80,Anna,3267.0,1.36,11.0,F,2014.0
55,Gaia,3391.0,1.41,11.0,F,2014.0
78,Chiara,3902.0,1.63,7.0,F,2014.0
87,Arianna,2037.0,0.85,25.0,F,2014.0
68,Eleonora,1343.0,0.56,37.0,F,2014.0
12,Filippo,2453.0,0.96,25.0,M,2014.0
69,Serena,1282.0,0.53,39.0,F,2014.0
44,Giulio,1375.0,0.54,40.0,M,2014.0
95,Angelica,1144.0,0.48,41.0,F,2014.0
70,Irene,1165.0,0.49,41.0,F,2014.0
20,Samuel,1362.0,0.54,41.0,M,2014.0
45,Nicola,1325.0,0.52,42.0,M,2014.0
71,Ilaria,1130.0,0.47,43.0,F,2014.0
21,Giorgio,1300.0,0.51,43.0,M,2014.0
96,Carlotta,1124.0,0.47,43.0,F,2014.0
46,Luigi,1276.0,0.5,44.0,M,2014.0
94,Benedetta,1213.0,0.51,39.0,F,2014.0
72,Caterina,1047.0,0.44,45.0,F,2014.0
22,Daniel,1232.0,0.48,45.0,M,2014.0
47,Elia,1148.0,0.45,46.0,M,2014.0
73,Alessandra,1026.0,0.43,47.0,F,2014.0
98,Valentina,989.0,0.41,47.0,F,2014.0
23,Angelo,1083.0,0.43,47.0,M,2014.0
48,Domenico,1068.0,0.42,48.0,M,2014.0
99,Laura,968.0,0.4,49.0,F,2014.0
24,Paolo,1043.0,0.41,49.0,M,2014.0
74,Emily,968.0,0.4,49.0,F,2014.0
49,Raffaele,1002.0,0.39,50.0,M,2014.0
97,Margherita,1034.0,0.43,45.0,F,2014.0
19,Stefano,1420.0,0.56,39.0,M,2014.0
62,Elena,2059.0,0.86,25.0,F,2014.0
93,Miriam,1324.0,0.55,37.0,F,2014.0
43,Thomas,1442.0,0.57,38.0,M,2014.0
37,Alessio,2441.0,0.96,26.0,M,2014.0
63,Mia,1718.0,0.72,27.0,F,2014.0
13,Gabriel,2336.0,0.92,27.0,M,2014.0
88,Camilla,1700.0,0.71,27.0,F,2014.0
38,Michele,2224.0,0.87,28.0,M,2014.0
64,Ludovica,1693.0,0.71,29.0,F,2014.0
89,Maria,1687.0,0.7,29.0,F,2014.0
39,Jacopo,1915.0,0.75,30.0,M,2014.0
90,Melissa,1612.0,0.67,31.0,F,2014.0
65,Marta,1669.0,0.7,31.0,F,2014.0
14,Emanuele,2184.0,0.86,29.0,M,2014.0
40,Cristian,1758.0,0.69,32.0,M,2014.0
91,Gioia,1487.0,0.62,33.0,F,2014.0
66,Bianca,1539.0,0.64,33.0,F,2014.0
18,Gioele,1526.0,0.6,37.0,M,2014.0
16,Giacomo,1720.0,0.68,33.0,M,2014.0
41,Vincenzo,1699.0,0.67,34.0,M,2014.0
67,Asia,1476.0,0.61,35.0,F,2014.0
92,Adele,1374.0,0.57,35.0,F,2014.0
17,Salvatore,1658.0,0.65,35.0,M,2014.0
42,Manuel,1535.0,0.6,36.0,M,2014.0
15,Daniele,1874.0,0.74,31.0,M,2014.0
58,Nicole,2583.0,1.11,17.0,F,2015.0
8,Marco,2951.0,1.19,17.0,M,2015.0
32,Giovanni,2965.0,1.2,16.0,M,2015.0
56,Gaia,2889.0,1.24,13.0,F,2015.0
57,Noemi,2669.0,1.14,15.0,F,2015.0
82,Francesca,2585.0,1.11,15.0,F,2015.0
31,Antonio,3232.0,1.31,14.0,M,2015.0
83,Alessia,2454.0,1.05,17.0,F,2015.0
7,Federico,3210.0,1.3,15.0,M,2015.0
33,Diego,2899.0,1.17,18.0,M,2015.0
61,Giada,1993.0,0.85,23.0,F,2015.0
9,Samuele,2852.0,1.15,19.0,M,2015.0
84,Matilde,2395.0,1.03,19.0,F,2015.0
34,Pietro,2803.0,1.13,20.0,M,2015.0
10,Christian,2711.0,1.1,21.0,M,2015.0
85,Viola,2114.0,0.91,21.0,F,2015.0
60,Arianna,2166.0,0.93,21.0,F,2015.0
35,Nicolo',2638.0,1.07,22.0,M,2015.0
11,Luca,2589.0,1.05,23.0,M,2015.0
86,Rebecca,1945.0,0.83,23.0,F,2015.0
81,Beatrice,2674.0,1.15,13.0,F,2015.0
59,Vittoria,2431.0,1.04,19.0,F,2015.0
6,Edoardo,3406.0,1.38,13.0,M,2015.0
78,Greta,3676.0,1.58,7.0,F,2015.0
55,Sara,3205.0,1.37,11.0,F,2015.0
36,Simone,2473.0,1.0,24.0,M,2015.0
0,Francesco,8763.0,3.55,1.0,M,2015.0
50,Sofia,7191.0,3.08,1.0,F,2015.0
75,Aurora,6687.0,2.87,1.0,F,2015.0
25,Alessandro,6708.0,2.71,2.0,M,2015.0
76,Giorgia,4099.0,1.76,3.0,F,2015.0
51,Giulia,6222.0,2.67,3.0,F,2015.0
1,Mattia,6402.0,2.59,3.0,M,2015.0
26,Lorenzo,6389.0,2.59,4.0,M,2015.0
77,Martina,3743.0,1.61,5.0,F,2015.0
30,Giuseppe,3511.0,1.42,12.0,M,2015.0
2,Leonardo,6144.0,2.49,5.0,M,2015.0
27,Andrea,6047.0,2.45,6.0,M,2015.0
3,Gabriele,5469.0,2.21,7.0,M,2015.0
53,Emma,3690.0,1.58,7.0,F,2015.0
28,Matteo,4941.0,2.0,8.0,M,2015.0
54,Chiara,3516.0,1.51,9.0,F,2015.0
79,Anna,3322.0,1.42,9.0,F,2015.0
4,Tommaso,4386.0,1.77,9.0,M,2015.0
29,Riccardo,4351.0,1.76,10.0,M,2015.0
5,Davide,3528.0,1.43,11.0,M,2015.0
80,Ginevra,2940.0,1.26,11.0,F,2015.0
